epoch,step,train_loss,val_loss
10,3099,1.0023231506347656,
10,3149,1.5510025024414062,
10,3199,1.482302188873291,
10,3249,1.4682151079177856,
10,3299,1.3124839067459106,
10,3299,,1.1322879791259766
11,3349,1.3645961284637451,
11,3399,0.8876111507415771,
11,3449,1.1821856498718262,
11,3499,1.5395426750183105,
11,3549,0.7709858417510986,
11,3599,1.4291808605194092,
11,3599,,1.1771423816680908
12,3649,1.5233209133148193,
12,3699,0.9756906032562256,
12,3749,1.2182939052581787,
12,3799,1.4713704586029053,
12,3849,1.2597308158874512,
12,3899,0.24464310705661774,
12,3899,,1.6277180910110474
13,3949,1.930473804473877,
13,3999,1.0447907447814941,
13,4049,0.9881207942962646,
13,4099,1.2071102857589722,
13,4149,1.3341786861419678,
13,4199,1.0764576196670532,
13,4199,,1.1450282335281372
14,4249,1.0609314441680908,
14,4299,1.2775955200195312,
14,4349,1.315807819366455,
14,4399,1.528794288635254,
14,4449,1.215523600578308,
14,4499,1.2061185836791992,
14,4499,,1.179649829864502
15,4549,0.5894014239311218,
15,4599,1.3050976991653442,
15,4649,1.3071444034576416,
15,4699,1.2298357486724854,
15,4749,1.2390565872192383,
15,4799,1.445791244506836,
15,4799,,1.1414978504180908
16,4849,0.7174537181854248,
16,4899,1.4142824411392212,
16,4949,1.440459966659546,
16,4999,1.21760892868042,
16,5049,1.080418348312378,
16,5099,1.069489598274231,
16,5099,,1.117600440979004
17,5149,1.1801745891571045,
17,5199,0.6189757585525513,
17,5249,1.2362797260284424,
17,5299,1.1166412830352783,
17,5349,1.5358002185821533,
17,5399,0.824184775352478,
17,5399,,1.1395217180252075
18,5449,1.1580697298049927,
18,5499,0.6479478478431702,
18,5549,1.0214868783950806,
18,5599,0.9259684085845947,
18,5649,0.7867718935012817,
18,5699,1.1668586730957031,
18,5699,,1.1102049350738525
19,5749,1.020317554473877,
19,5799,0.7780382633209229,
19,5849,1.1687583923339844,
19,5899,1.135791301727295,
19,5949,0.8603312373161316,
19,5999,1.288162350654602,
19,5999,,1.1086426973342896
20,6049,0.7432030439376831,
20,6099,1.0874525308609009,
20,6149,0.7082446813583374,
20,6199,1.39420747756958,
20,6249,1.2119154930114746,
20,6299,1.0862510204315186,
20,6299,,1.1117432117462158
21,6349,1.2834951877593994,
21,6399,1.176387071609497,
21,6449,1.3235759735107422,
21,6499,0.7930421829223633,
21,6549,1.0620554685592651,
21,6599,0.7952793836593628,
21,6599,,1.1376045942306519
22,6649,1.964223861694336,
22,6699,1.726902961730957,
22,6749,1.5129504203796387,
22,6799,0.7439054846763611,
22,6849,1.4113056659698486,
22,6899,0.6073046922683716,
22,6899,,1.2484372854232788
23,6949,0.9292334318161011,
23,6999,0.8065924048423767,
23,7049,0.8540041446685791,
23,7099,0.5724544525146484,
23,7149,1.8177669048309326,
23,7199,0.18187089264392853,
23,7199,,1.1409350633621216
24,7249,0.6263071894645691,
24,7299,0.1542196124792099,
24,7349,2.2994651794433594,
24,7399,1.992240071296692,
24,7449,0.17042294144630432,
24,7499,0.5257217288017273,
24,7499,,1.2213982343673706
25,7549,1.989288568496704,
25,7599,1.0665194988250732,
25,7649,2.139216899871826,
25,7699,2.8276166915893555,
25,7749,3.1659064292907715,
25,7799,0.07623419165611267,
25,7799,,1.6197446584701538
26,7849,0.032949212938547134,
26,7899,0.08305690437555313,
26,7949,1.449763536453247,
26,7999,2.0809807777404785,
26,8049,4.257116794586182,
26,8099,3.100234270095825,
26,8099,,1.7742266654968262
27,8149,3.2410404682159424,
27,8199,0.1703997254371643,
27,8249,2.961735725402832,
27,8299,0.16431258618831635,
27,8349,0.0023092764895409346,
27,8399,0.0373472236096859,
27,8399,,1.5860968828201294
28,8449,3.867985725402832,
28,8499,1.7029149532318115,
28,8549,0.13191545009613037,
28,8599,3.0633959770202637,
28,8649,0.08889942616224289,
28,8699,3.3769001960754395,
28,8699,,1.5468692779541016
29,8749,0.0433039590716362,
29,8799,0.054784804582595825,
29,8849,2.323498487472534,
29,8899,2.4284427165985107,
29,8949,0.07322251796722412,
29,8999,0.09572171419858932,
29,8999,,1.482930302619934
30,9049,3.375216484069824,
30,9099,3.5674774646759033,
30,9149,2.7919061183929443,
30,9199,3.1520910263061523,
30,9249,3.248692512512207,
30,9299,3.484055280685425,
30,9299,,1.511575698852539
31,9349,0.10145106911659241,
31,9399,1.7261046171188354,
31,9449,2.007431983947754,
31,9499,0.029209651052951813,
31,9549,0.0198186207562685,
31,9599,2.194856643676758,
31,9599,,1.4755338430404663
32,9649,0.02857336588203907,
32,9699,0.047112856060266495,
32,9749,0.04710887745022774,
32,9799,5.7962517738342285,
32,9849,1.7965245246887207,
32,9899,1.5817830562591553,
32,9899,,1.4833276271820068
33,9949,0.1415892392396927,
33,9999,0.041761647909879684,
33,10049,0.02775326557457447,
33,10099,0.021117020398378372,
33,10149,0.06446514278650284,
33,10199,0.9515358805656433,
33,10199,,1.5196846723556519
34,10249,0.039917465299367905,
34,10299,0.940208911895752,
34,10349,0.03111191838979721,
34,10399,0.023874538019299507,
34,10449,3.2730748653411865,
34,10499,0.19650636613368988,
34,10499,,1.3508573770523071
35,10549,0.053462859243154526,
35,10599,0.074586883187294,
35,10649,0.02425810880959034,
35,10699,0.021428493782877922,
35,10749,0.04962548241019249,
35,10799,3.155730962753296,
35,10799,,1.649261474609375
36,10849,0.022436117753386497,
36,10899,3.7626891136169434,
36,10949,0.013785509392619133,
36,10999,4.89848518371582,
36,11049,0.041107673197984695,
36,11099,0.031654082238674164,
36,11099,,1.4211204051971436
37,11149,0.027379848062992096,
37,11199,0.028012488037347794,
37,11249,0.050810206681489944,
37,11299,3.603914499282837,
37,11349,0.044963911175727844,
37,11399,0.01918662153184414,
37,11399,,1.3469666242599487
38,11449,0.018397172912955284,
38,11499,0.029520465061068535,
38,11549,0.03721262142062187,
38,11599,0.9857341051101685,
38,11649,0.03861584886908531,
38,11699,0.0419602245092392,
38,11699,,1.2970157861709595
39,11749,0.02706952765583992,
39,11799,0.029969094321131706,
39,11849,0.03182211518287659,
39,11899,0.046642616391181946,
39,11949,3.0124759674072266,
39,11999,0.048552464693784714,
39,11999,,1.6333502531051636
40,12049,0.02816409431397915,
40,12099,0.151083841919899,
40,12149,3.6010541915893555,
40,12199,0.022664325311779976,
40,12249,4.456183910369873,
40,12299,5.674294948577881,
40,12299,,1.756762981414795
41,12349,2.6677355766296387,
41,12399,0.050927355885505676,
41,12449,3.7523088455200195,
41,12499,0.01994810439646244,
41,12549,3.5750250816345215,
41,12599,3.7594246864318848,
41,12599,,1.7089101076126099
42,12649,1.3957107067108154,
42,12699,0.01951342634856701,
42,12749,0.08975721895694733,
42,12799,0.031104637309908867,
42,12849,3.9365479946136475,
42,12899,2.4566125869750977,
42,12899,,1.4183183908462524
43,12949,0.0198118407279253,
43,12999,3.9662957191467285,
43,13049,0.04391667991876602,
43,13099,0.008708239533007145,
43,13149,0.0255487859249115,
43,13199,0.017596207559108734,
43,13199,,1.7080596685409546
44,13249,2.7495968341827393,
44,13299,0.009751186706125736,
44,13349,0.018978673964738846,
44,13399,1.6058027744293213,
44,13449,0.015486580319702625,
44,13499,0.02236524410545826,
44,13499,,1.5829548835754395
45,13549,3.811406135559082,
45,13599,0.23193864524364471,
45,13649,2.9260358810424805,
45,13699,3.5977706909179688,
45,13749,0.03844987601041794,
45,13799,0.012086487375199795,
45,13799,,1.6354691982269287
46,13849,1.4670445919036865,
46,13899,0.00974209699779749,
46,13949,3.0156309604644775,
46,13999,4.042055606842041,
46,14049,0.03754816949367523,
46,14099,0.028332481160759926,
46,14099,,1.652937650680542
47,14149,0.0038454411551356316,
47,14199,0.016466787084937096,
47,14249,0.10109804570674896,
47,14299,0.31151285767555237,
47,14349,0.020436670631170273,
47,14399,0.027252716943621635,
47,14399,,1.7169443368911743
48,14449,4.0650739669799805,
48,14499,0.01874236948788166,
48,14549,0.029114477336406708,
48,14599,0.016055580228567123,
48,14649,0.14953292906284332,
48,14699,0.012492147274315357,
48,14699,,1.5881364345550537
49,14749,0.017097342759370804,
49,14799,0.00737113319337368,
49,14849,0.007793141063302755,
49,14899,0.014864051714539528,
49,14949,3.7960755825042725,
49,14999,0.00886031985282898,
49,14999,,1.8112753629684448
50,15049,5.248034954071045,
50,15099,0.07705280184745789,
50,15149,2.315095901489258,
50,15199,0.018134860321879387,
50,15249,4.36795711517334,
50,15299,0.039918724447488785,
50,15299,,1.702859878540039
51,15349,0.013742946088314056,
51,15399,0.04288262873888016,
51,15449,0.007987580262124538,
51,15499,2.459946870803833,
51,15549,2.8554842472076416,
51,15599,0.042113274335861206,
51,15599,,1.734507441520691
52,15649,1.4116334915161133,
52,15699,0.00878493208438158,
52,15749,0.029203282669186592,
52,15799,5.755006313323975,
52,15849,4.051967620849609,
52,15899,0.2518419325351715,
52,15899,,1.6618589162826538
53,15949,0.018573297187685966,
53,15999,0.01592242531478405,
53,16049,0.011885304003953934,
53,16099,0.02866511605679989,
53,16149,5.2742838859558105,
53,16199,4.250344276428223,
53,16199,,1.5368314981460571
54,16249,4.910654544830322,
54,16299,0.007612386718392372,
54,16349,0.005694358143955469,
54,16399,2.1116230487823486,
54,16449,2.308624505996704,
54,16499,0.04790928587317467,
54,16499,,1.8582189083099365
55,16549,0.04644610360264778,
55,16599,0.0313531719148159,
55,16649,0.036252088844776154,
55,16699,0.006623694207519293,
55,16749,0.048988211899995804,
55,16799,0.04534585773944855,
55,16799,,1.658515453338623
56,16849,0.4658006727695465,
56,16899,0.14129626750946045,
56,16949,0.023141900077462196,
56,16999,0.011444278061389923,
56,17049,0.005852586589753628,
56,17099,0.030779056251049042,
56,17099,,1.5747215747833252
57,17149,0.008692167699337006,
57,17199,0.07359681278467178,
57,17249,1.8422907590866089,
57,17299,0.833606481552124,
57,17349,1.7447502613067627,
57,17399,0.6236029267311096,
57,17399,,1.5373467206954956
58,17449,1.366509199142456,
58,17499,1.1649987697601318,
58,17549,0.9349378943443298,
58,17599,1.4130339622497559,
58,17649,2.0852317810058594,
58,17699,1.2215745449066162,
58,17699,,1.479909896850586
59,17749,0.845452070236206,
59,17799,1.3694278001785278,
59,17849,1.3636186122894287,
59,17899,1.4699150323867798,
59,17949,0.2018163502216339,
59,17999,1.3241053819656372,
59,17999,,1.169911503791809
60,18049,1.364565134048462,
60,18099,1.0343602895736694,
60,18149,0.9724723696708679,
60,18199,1.052198886871338,
60,18249,1.0114953517913818,
60,18299,1.049727201461792,
60,18299,,1.100837230682373
61,18349,1.70155930519104,
61,18399,1.5321102142333984,
61,18449,1.3685654401779175,
61,18499,1.2397421598434448,
61,18549,0.8866796493530273,
61,18599,1.005577802658081,
61,18599,,1.1210156679153442
62,18649,0.472955584526062,
62,18699,2.060734748840332,
62,18749,0.20257733762264252,
62,18799,1.5852077007293701,
62,18849,0.5386155843734741,
62,18899,0.09625605493783951,
62,18899,,1.2043954133987427
63,18949,0.6781671643257141,
63,18999,0.8737941980361938,
63,19049,1.7120710611343384,
63,19099,0.0508807934820652,
63,19149,0.03190802410244942,
63,19199,3.160827159881592,
63,19199,,1.3526610136032104
64,19249,3.9853594303131104,
64,19299,0.06126663088798523,
64,19349,0.02480795420706272,
64,19399,4.6050262451171875,
64,19449,3.2026474475860596,
64,19499,0.1287841796875,
64,19499,,1.4280390739440918
65,19549,0.0967889279127121,
65,19599,3.7134275436401367,
65,19649,3.0984232425689697,
65,19699,0.037011146545410156,
65,19749,3.2782042026519775,
65,19799,0.05556793138384819,
65,19799,,1.2662941217422485
66,19849,5.676235675811768,
66,19899,4.7537689208984375,
66,19949,0.17944630980491638,
66,19999,3.0314579010009766,
66,20049,2.859567165374756,
66,20099,0.032875966280698776,
66,20099,,1.4218006134033203
67,20149,0.05917510762810707,
67,20199,0.04800325632095337,
67,20249,0.09699461609125137,
67,20299,0.0363699235022068,
67,20349,2.829353094100952,
67,20399,2.097578763961792,
67,20399,,1.2886357307434082
68,20449,0.06271569430828094,
68,20499,0.05513019114732742,
68,20549,3.431622266769409,
68,20599,0.0608060285449028,
68,20649,2.77843976020813,
68,20699,0.06073490530252457,
68,20699,,1.4990671873092651
69,20749,4.095616817474365,
69,20799,2.665998697280884,
69,20849,0.06340783089399338,
69,20899,4.519146919250488,
69,20949,0.03232996165752411,
69,20999,0.07822533696889877,
69,20999,,1.2366304397583008
70,21049,0.09217692166566849,
70,21099,3.5106914043426514,
70,21149,0.05466765537858009,
70,21199,4.404503345489502,
70,21249,0.03498057276010513,
70,21299,5.790695667266846,
70,21299,,1.3343013525009155
71,21349,0.04349309951066971,
71,21399,0.05847913399338722,
71,21449,0.01328603457659483,
71,21499,0.03459567949175835,
71,21549,1.4635233879089355,
71,21599,0.020099885761737823,
71,21599,,1.4314302206039429
72,21649,1.7624197006225586,
72,21699,0.025451285764575005,
72,21749,6.199827194213867,
72,21799,0.031398922204971313,
72,21849,0.02446752041578293,
72,21899,0.02635258063673973,
72,21899,,1.5420496463775635
73,21949,0.3369002640247345,
73,21999,2.948842763900757,
73,22049,1.2242422103881836,
73,22099,0.1951187402009964,
73,22149,0.06387919932603836,
73,22199,6.355445861816406,
73,22199,,1.4275822639465332
74,22249,0.027429955080151558,
74,22299,0.45255351066589355,
74,22349,0.014603865332901478,
74,22399,3.613574981689453,
74,22449,0.043169014155864716,
74,22499,0.07301686704158783,
74,22499,,1.434998631477356
75,22549,0.030152445659041405,
75,22599,0.03946101292967796,
75,22649,3.129559278488159,
75,22699,0.03503294661641121,
75,22749,0.02423739619553089,
75,22799,3.3096470832824707,
75,22799,,1.4730465412139893
76,22849,0.021120987832546234,
76,22899,3.996156930923462,
76,22949,0.02339055761694908,
76,22999,3.674483060836792,
76,23049,0.03875312954187393,
76,23099,4.0229082107543945,
76,23099,,1.481412410736084
77,23149,0.020462483167648315,
77,23199,0.024134067818522453,
77,23249,0.009233510121703148,
77,23299,2.1444733142852783,
77,23349,0.0329473651945591,
77,23399,0.03745872527360916,
77,23399,,1.422225832939148
78,23449,0.30869218707084656,
78,23499,3.564469575881958,
78,23549,0.01878776215016842,
78,23599,3.2269704341888428,
78,23649,0.03030349686741829,
78,23699,1.4027215242385864,
78,23699,,1.6336649656295776
79,23749,0.021328257396817207,
79,23799,0.016393613070249557,
79,23849,0.012959659099578857,
79,23899,0.016285482794046402,
79,23949,0.02765285037457943,
79,23999,3.8658714294433594,
79,23999,,1.3716943264007568
80,24049,3.5181751251220703,
80,24099,4.015214443206787,
80,24149,0.10586319118738174,
80,24199,3.4982409477233887,
80,24249,0.03852821886539459,
80,24299,0.017836295068264008,
80,24299,,1.4629594087600708
81,24349,3.2537176609039307,
81,24399,3.173365831375122,
81,24449,2.680722236633301,
81,24499,0.021813003346323967,
81,24549,3.4171760082244873,
81,24599,0.02286509983241558,
81,24599,,1.5734283924102783
82,24649,5.280832290649414,
82,24699,4.778707981109619,
82,24749,0.04776996001601219,
82,24799,0.04425648972392082,
82,24849,0.01534806564450264,
82,24899,2.74688720703125,
82,24899,,1.261664867401123
83,24949,0.06230369582772255,
83,24999,0.011991790495812893,
83,25049,4.066932678222656,
83,25099,3.65143084526062,
83,25149,5.689823150634766,
83,25199,0.030730968341231346,
83,25199,,1.3999425172805786
84,25249,3.377375364303589,
84,25299,0.024414589628577232,
84,25349,0.032518766820430756,
84,25399,0.025193026289343834,
84,25449,0.03173965960741043,
84,25499,0.062304817140102386,
84,25499,,1.4458709955215454
85,25549,4.5871357917785645,
85,25599,3.962608575820923,
85,25649,5.0314483642578125,
85,25699,4.209644794464111,
85,25749,3.452500343322754,
85,25799,0.04967959225177765,
85,25799,,1.3374484777450562
86,25849,0.02972785197198391,
86,25899,3.439800500869751,
86,25949,0.022735176607966423,
86,25999,2.4903032779693604,
86,26049,0.07688391953706741,
86,26099,0.029875844717025757,
86,26099,,1.5098631381988525
87,26149,0.02975226752460003,
87,26199,0.03289557620882988,
87,26249,0.002372071845456958,
87,26299,0.02486412040889263,
87,26349,0.05015827342867851,
87,26399,0.03526831045746803,
87,26399,,1.4310238361358643
88,26449,0.040783390402793884,
88,26499,0.013693207874894142,
88,26549,0.035888850688934326,
88,26599,0.025259051471948624,
88,26649,2.1347408294677734,
88,26699,5.2290472984313965,
88,26699,,1.448155164718628
89,26749,0.02723044343292713,
89,26799,3.6275997161865234,
89,26849,0.033630672842264175,
89,26899,0.05484822764992714,
89,26949,2.112128257751465,
89,26999,0.06154107674956322,
89,26999,,1.3200373649597168
90,27049,0.1698339730501175,
90,27099,0.05797652527689934,
90,27149,0.021346813067793846,
90,27199,0.015545971691608429,
90,27249,0.019565680995583534,
90,27299,1.9161441326141357,
90,27299,,1.3225016593933105
91,27349,3.1037726402282715,
91,27399,0.04304410144686699,
91,27449,0.0377388633787632,
91,27499,2.5131778717041016,
91,27549,0.04322062060236931,
91,27599,0.02507026679813862,
91,27599,,1.6275655031204224
92,27649,0.031052056699991226,
92,27699,0.02733333595097065,
92,27749,3.591140031814575,
92,27799,0.023175911977887154,
92,27849,2.595385789871216,
92,27899,2.181476354598999,
92,27899,,1.5097547769546509
93,27949,0.009718603454530239,
93,27999,1.548400640487671,
93,28049,0.005792735144495964,
93,28099,4.395675182342529,
93,28149,0.04082859307527542,
93,28199,3.868223190307617,
93,28199,,1.5844348669052124
94,28249,0.06000061333179474,
94,28299,6.32505464553833,
94,28349,0.05034022778272629,
94,28399,2.276071310043335,
94,28449,1.591300129890442,
94,28499,0.016963504254817963,
94,28499,,1.6348241567611694
95,28549,0.026430603116750717,
95,28599,0.1854197084903717,
95,28649,5.954113483428955,
95,28699,0.03701183572411537,
95,28749,0.04115915670990944,
95,28799,0.029384111985564232,
95,28799,,1.679909110069275
96,28849,0.013004021719098091,
96,28899,0.01848260499536991,
96,28949,3.605564594268799,
96,28999,1.8464902639389038,
96,29049,0.01564960367977619,
96,29099,0.0243801549077034,
96,29099,,1.6866672039031982
97,29149,3.964755058288574,
97,29199,0.012157975696027279,
97,29249,0.010536989197134972,
97,29299,0.976508378982544,
97,29349,3.129032850265503,
97,29399,0.14578887820243835,
97,29399,,1.563450813293457
98,29449,2.5921967029571533,
98,29499,0.008141662925481796,
98,29549,0.012039846740663052,
98,29599,3.945512056350708,
98,29649,0.013381315395236015,
98,29699,3.1913094520568848,
98,29699,,1.644167184829712
99,29749,0.00768100144341588,
99,29799,0.027741670608520508,
99,29849,0.02305348590016365,
99,29899,0.02425810880959034,
99,29949,0.022531112655997276,
99,29999,6.961456775665283,
99,29999,,1.6554208993911743
100,30049,0.03635969012975693,
100,30099,6.713390350341797,
100,30149,0.08085967600345612,
100,30199,3.978888511657715,
100,30249,0.02000325731933117,
100,30299,3.242171287536621,
100,30299,,1.5533198118209839
101,30349,0.006136741489171982,
101,30399,0.012117697857320309,
101,30449,0.057607587426900864,
101,30499,0.05697808787226677,
101,30549,0.01613769493997097,
101,30599,0.13822709023952484,
101,30599,,1.7594749927520752
102,30649,0.008986268192529678,
102,30699,0.024654092267155647,
102,30749,0.018439773470163345,
102,30799,2.7752697467803955,
102,30849,2.439739942550659,
102,30899,3.149592638015747,
102,30899,,1.3556463718414307
103,30949,4.159660816192627,
103,30999,0.08243928104639053,
103,31049,0.015782209113240242,
103,31099,0.01746489480137825,
103,31149,0.03837725892663002,
103,31199,0.026786617934703827,
103,31199,,1.4898847341537476
104,31249,0.037470895797014236,
104,31299,0.04749568924307823,
104,31349,0.029503218829631805,
104,31399,4.271182060241699,
104,31449,0.016398772597312927,
104,31499,0.018029259517788887,
104,31499,,1.4859551191329956
105,31549,2.516355276107788,
105,31599,2.3648884296417236,
105,31649,0.0930279940366745,
105,31699,0.018569551408290863,
105,31749,3.634868860244751,
105,31799,5.16633415222168,
105,31799,,1.4615802764892578
106,31849,0.021747101098299026,
106,31899,0.04556684568524361,
106,31949,0.007273739669471979,
106,31999,0.007936254143714905,
106,32049,0.016903845593333244,
106,32099,0.008939010091125965,
106,32099,,1.7520219087600708
107,32149,0.03727785497903824,
107,32199,0.014194712042808533,
107,32249,0.015772823244333267,
107,32299,0.02288665436208248,
107,32349,3.6834397315979004,
107,32399,3.293436050415039,
107,32399,,1.54165518283844
108,32449,0.01192900724709034,
108,32499,0.018013805150985718,
108,32549,2.2756497859954834,
108,32599,0.0382847897708416,
108,32649,0.09050200134515762,
108,32699,0.05568632856011391,
108,32699,,1.5501645803451538
109,32749,4.08175802230835,
109,32799,0.025928694754838943,
109,32849,0.026154015213251114,
109,32899,0.03684375435113907,
109,32949,0.03759248927235603,
109,32999,1.8849217891693115,
109,32999,,1.7081036567687988
110,33049,0.007492773234844208,
110,33099,0.02832309529185295,
110,33149,0.023010265082120895,
110,33199,0.0358213372528553,
110,33249,0.021986311301589012,
110,33299,0.05195097625255585,
110,33299,,1.4979771375656128
111,33349,0.12931907176971436,
111,33399,4.449513912200928,
111,33449,2.228437900543213,
111,33499,0.050246816128492355,
111,33549,4.10193395614624,
111,33599,0.11056144535541534,
111,33599,,1.588307499885559
112,33649,1.5723732709884644,
112,33699,1.4141335487365723,
112,33749,0.040848735719919205,
112,33799,5.972436428070068,
112,33849,0.07221657037734985,
112,33899,0.0774284228682518,
112,33899,,1.6783113479614258
113,33949,3.1131808757781982,
113,33999,0.21286137402057648,
113,34049,0.09066271781921387,
113,34099,0.05221067741513252,
113,34149,0.013334382325410843,
113,34199,0.01566474325954914,
113,34199,,1.6015573740005493
114,34249,0.057177718728780746,
114,34299,0.14790302515029907,
114,34349,0.0225357748568058,
114,34399,0.06150767207145691,
114,34449,3.7542848587036133,
114,34499,0.8978036642074585,
114,34499,,1.500938057899475
115,34549,0.038703471422195435,
115,34599,0.011251688003540039,
115,34649,0.00991892535239458,
115,34699,0.015411808155477047,
115,34749,0.006071694195270538,
115,34799,0.07301919162273407,
115,34799,,1.7520771026611328
116,34849,0.014845142140984535,
116,34899,0.07418008148670197,
116,34949,2.5075061321258545,
116,34999,0.08074663579463959,
116,35049,0.023799574002623558,
116,35099,0.02379491925239563,
116,35099,,1.6729564666748047
117,35149,0.005653700791299343,
117,35199,0.4417281448841095,
117,35249,2.8607823848724365,
117,35299,0.032232776284217834,
117,35349,4.267265319824219,
117,35399,0.025572026148438454,
117,35399,,1.5997583866119385
118,35449,0.3075608015060425,
118,35499,0.027736686170101166,
118,35549,0.01325933076441288,
118,35599,3.196986436843872,
118,35649,0.024175960570573807,
118,35699,0.0742993950843811,
118,35699,,1.6293808221817017
119,35749,0.016273990273475647,
119,35799,2.2373600006103516,
119,35849,0.009916210547089577,
119,35899,0.10379475355148315,
119,35949,0.027417544275522232,
119,35999,0.005577833857387304,
119,35999,,1.7980694770812988
120,36049,0.015428123995661736,
120,36099,0.006466180086135864,
120,36149,2.7543864250183105,
120,36199,0.006464877165853977,
120,36249,0.0027323553804308176,
120,36299,3.8096532821655273,
120,36299,,1.5452641248703003
121,36349,0.041672807186841965,
121,36399,0.027932966127991676,
121,36449,3.788090467453003,
121,36499,2.8254308700561523,
121,36549,0.017664140090346336,
121,36599,0.01156153529882431,
121,36599,,1.550374150276184
122,36649,0.016442395746707916,
122,36699,0.06121314689517021,
122,36749,0.14262878894805908,
122,36799,0.035829272121191025,
122,36849,0.00873411912471056,
122,36899,1.5563695430755615,
122,36899,,1.6577738523483276
123,36949,0.009191460907459259,
123,36999,3.8432180881500244,
123,37049,0.005843460559844971,
123,37099,0.04121303930878639,
123,37149,2.482603073120117,
123,37199,0.5523996353149414,
123,37199,,1.578351378440857
124,37249,0.02882171981036663,
124,37299,2.914815902709961,
124,37349,0.047986213117837906,
124,37399,0.05131450667977333,
124,37449,0.02350560761988163,
124,37499,0.005435805767774582,
124,37499,,1.607982873916626
125,37549,0.032100602984428406,
125,37599,0.01286163181066513,
125,37649,4.150762557983398,
125,37699,3.3971214294433594,
125,37749,2.4670650959014893,
125,37799,0.028486937284469604,
125,37799,,1.4770171642303467
126,37849,0.042762476950883865,
126,37899,2.484760046005249,
126,37949,4.372151851654053,
126,37999,0.029870636761188507,
126,38049,0.04912271350622177,
126,38099,0.15814156830310822,
126,38099,,1.5949770212173462
127,38149,0.03686007112264633,
127,38199,0.042750485241413116,
127,38249,0.01182098314166069,
127,38299,3.4073197841644287,
127,38349,1.9364324808120728,
127,38399,0.03409232571721077,
127,38399,,1.7935243844985962
128,38449,0.04532626271247864,
128,38499,0.03666829317808151,
128,38549,0.04070453345775604,
128,38599,0.03748662769794464,
128,38649,0.013205921277403831,
128,38699,5.763931751251221,
128,38699,,1.915424108505249
129,38749,3.6946239471435547,
129,38799,4.337435722351074,
129,38849,3.716392755508423,
129,38899,5.06496524810791,
129,38949,0.026566198095679283,
129,38999,0.04513610154390335,
129,38999,,1.6397929191589355
130,39049,0.03296536207199097,
130,39099,0.04507730156183243,
130,39149,0.9206498861312866,
130,39199,3.2132790088653564,
130,39249,0.05011507496237755,
130,39299,3.5251617431640625,
130,39299,,1.4800785779953003
131,39349,0.03781956061720848,
131,39399,0.008084667846560478,
131,39449,0.0072615500539541245,
131,39499,0.017216281965374947,
131,39549,0.09648199379444122,
131,39599,0.0832938477396965,
131,39599,,2.0104997158050537
132,39649,0.006726006045937538,
132,39699,4.32215690612793,
132,39749,0.3304004669189453,
132,39799,0.04303222894668579,
132,39849,1.1794936656951904,
132,39899,3.4375860691070557,
132,39899,,1.811273217201233
133,39949,0.012021943926811218,
133,39999,3.7284157276153564,
133,40049,0.005896672606468201,
133,40099,0.049186836928129196,
133,40149,3.3343398571014404,
133,40199,0.052081458270549774,
133,40199,,1.7957370281219482
134,40249,0.044144146144390106,
134,40299,5.397183895111084,
134,40349,0.05313814803957939,
134,40399,2.133492946624756,
134,40449,0.02939510904252529,
134,40499,0.04401775822043419,
