epoch,step,train_acc,train_loss,val_acc,val_loss
0,4,0.0,1.489843487739563,,
0,9,0.0,1.9150652885437012,,
0,14,0.0,1.5005234479904175,,
0,19,0.0,0.8098324537277222,,
0,24,0.0,0.9815701246261597,,
0,29,1.0,0.8978557586669922,,
0,34,1.0,0.05778391286730766,,
0,39,1.0,0.014844789169728756,,
0,44,0.0,3.930673122406006,,
0,49,0.0,3.806476354598999,,
0,54,0.0,1.7499927282333374,,
0,59,0.0,1.9597238302230835,,
0,64,0.0,2.2345356941223145,,
0,69,0.0,2.129265069961548,,
0,74,0.0,1.454953908920288,,
0,79,0.0,0.9463709592819214,,
0,84,1.0,0.6801074743270874,,
0,89,0.0,1.2017571926116943,,
0,94,0.0,1.1219987869262695,,
0,99,0.0,0.931151807308197,,
0,104,0.0,1.6105401515960693,,
0,109,0.0,1.1160235404968262,,
0,114,0.0,1.830396056175232,,
0,119,0.0,2.1922049522399902,,
0,124,0.0,2.2806944847106934,,
0,129,1.0,0.5726244449615479,,
0,134,0.0,1.129319190979004,,
0,139,0.0,1.0086125135421753,,
0,144,0.0,0.98421311378479,,
0,149,0.0,1.3347084522247314,,
0,154,0.0,2.2064707279205322,,
0,159,1.0,0.4805102050304413,,
0,164,1.0,0.4191702604293823,,
0,169,0.0,1.2394200563430786,,
0,174,0.0,0.8435214757919312,,
0,179,0.0,0.9639139771461487,,
0,184,0.0,4.421403884887695,,
0,189,1.0,0.5519937872886658,,
0,194,1.0,0.44840264320373535,,
0,199,1.0,0.4654753804206848,,
0,204,1.0,0.5061776638031006,,
0,209,1.0,0.5714484453201294,,
0,214,1.0,0.6189406514167786,,
0,219,0.0,2.4375765323638916,,
0,224,0.0,1.510539174079895,,
0,229,1.0,0.821991503238678,,
0,234,0.0,1.2900469303131104,,
0,239,0.0,1.5157356262207031,,
0,244,0.0,1.4654453992843628,,
0,249,0.0,1.3313618898391724,,
0,254,0.0,1.1685899496078491,,
0,259,1.0,0.8574267625808716,,
0,264,1.0,0.8438378572463989,,
0,269,0.0,1.5327117443084717,,
0,274,1.0,0.7168158888816833,,
0,279,0.0,1.6530823707580566,,
0,284,0.0,3.7073802947998047,,
0,289,1.0,0.5156276226043701,,
0,294,0.0,1.565368890762329,,
0,299,0.0,1.729598879814148,,
0,299,,,0.3333333432674408,1.4248396158218384
1,304,0.0,2.3469767570495605,,
1,309,0.0,2.4870200157165527,,
1,314,1.0,0.2190946489572525,,
1,319,0.0,2.2306411266326904,,
1,324,0.0,1.9353795051574707,,
1,329,0.0,2.1381564140319824,,
1,334,1.0,0.5776398777961731,,
1,339,0.0,1.120656967163086,,
1,344,0.0,1.9016892910003662,,
1,349,1.0,0.6549135446548462,,
1,354,0.0,1.558675765991211,,
1,359,0.0,1.5081639289855957,,
1,364,0.0,1.1796863079071045,,
1,369,0.0,1.006588339805603,,
1,374,0.0,1.1211938858032227,,
1,379,0.0,1.5378241539001465,,
1,384,1.0,0.8826045393943787,,
1,389,1.0,0.8628044128417969,,
1,394,1.0,0.7740364074707031,,
1,399,1.0,0.6891615390777588,,
1,404,1.0,0.6477862596511841,,
1,409,1.0,0.6851435899734497,,
1,414,1.0,0.579201340675354,,
1,419,0.0,1.5756133794784546,,
1,424,0.0,1.8267543315887451,,
1,429,1.0,0.46434563398361206,,
1,434,0.0,1.5543746948242188,,
1,439,1.0,0.5567169189453125,,
1,444,0.0,1.8023350238800049,,
1,449,1.0,0.5722471475601196,,
1,454,1.0,0.5165977478027344,,
1,459,0.0,1.796173095703125,,
1,464,0.0,1.904630422592163,,
1,469,0.0,1.3955334424972534,,
1,474,0.0,1.25760817527771,,
1,479,0.0,1.1481316089630127,,
1,484,0.0,1.0427110195159912,,
1,489,1.0,0.9367316365242004,,
1,494,0.0,1.0361850261688232,,
1,499,1.0,0.8440041542053223,,
1,504,0.0,1.1423581838607788,,
1,509,0.0,1.4024723768234253,,
1,514,0.0,1.2854684591293335,,
1,519,1.0,0.9756259918212891,,
1,524,1.0,0.7721028327941895,,
1,529,0.0,1.710661768913269,,
1,534,0.0,1.358365535736084,,
1,539,0.0,1.4919158220291138,,
1,544,0.0,1.297926902770996,,
1,549,0.0,1.1749073266983032,,
1,554,1.0,0.9945122003555298,,
1,559,0.0,1.2213095426559448,,
1,564,0.0,1.188735008239746,,
1,569,1.0,0.9658246636390686,,
1,574,0.0,1.3556673526763916,,
1,579,0.0,1.7098734378814697,,
1,584,1.0,0.501370906829834,,
1,589,1.0,0.5285733938217163,,
1,594,0.0,1.44985830783844,,
1,599,0.0,1.5414026975631714,,
1,599,,,0.3222222328186035,1.2169067859649658
2,604,1.0,0.7126322984695435,,
2,609,0.0,1.3395763635635376,,
2,614,0.0,1.5393023490905762,,
2,619,0.0,1.4583972692489624,,
2,624,0.0,1.2568349838256836,,
2,629,1.0,0.9956194758415222,,
2,634,1.0,0.8270788788795471,,
2,639,0.0,1.2461321353912354,,
2,644,1.0,0.8047099113464355,,
2,649,0.0,1.4297062158584595,,
2,654,0.0,1.0836642980575562,,
2,659,1.0,0.8879802823066711,,
2,664,0.0,1.3838751316070557,,
2,669,1.0,0.782170295715332,,
2,674,0.0,1.3328626155853271,,
2,679,0.0,1.3160370588302612,,
2,684,0.0,1.652408242225647,,
2,689,0.0,1.5001857280731201,,
2,694,0.0,1.3069264888763428,,
2,699,1.0,0.012743232771754265,,
2,704,0.0,1.3912391662597656,,
2,709,0.0,1.005143165588379,,
2,714,1.0,0.823455810546875,,
2,719,0.0,1.216238021850586,,
2,724,1.0,0.7264236807823181,,
2,729,0.0,1.7225182056427002,,
2,734,1.0,0.7065974473953247,,
2,739,1.0,0.7200843095779419,,
2,744,0.0,1.6351954936981201,,
2,749,0.0,1.152364730834961,,
2,754,1.0,0.7717375755310059,,
2,759,0.0,1.5566258430480957,,
2,764,0.0,1.1344623565673828,,
2,769,0.0,1.020269513130188,,
2,774,0.0,1.0493167638778687,,
2,779,1.0,1.0497169494628906,,
2,784,1.0,1.0002238750457764,,
2,789,0.0,1.0214946269989014,,
2,794,1.0,0.9448232650756836,,
2,799,1.0,0.8466224074363708,,
2,804,1.0,0.7414155006408691,,
2,809,1.0,0.605252206325531,,
2,814,0.0,1.7985866069793701,,
2,819,0.0,1.8612828254699707,,
2,824,0.0,1.3658866882324219,,
2,829,0.0,1.7337024211883545,,
2,834,1.0,0.6659694314002991,,
2,839,1.0,0.6584168672561646,,
2,844,0.0,0.9597203135490417,,
2,849,0.0,1.5248401165008545,,
2,854,1.0,0.5445794463157654,,
2,859,0.0,1.7326068878173828,,
2,864,1.0,0.4454154372215271,,
2,869,1.0,0.3754390776157379,,
2,874,0.0,2.096348285675049,,
2,879,1.0,0.33234819769859314,,
2,884,0.0,1.7687160968780518,,
2,889,1.0,0.5367469191551208,,
2,894,0.0,1.4058494567871094,,
2,899,0.0,1.2492319345474243,,
2,899,,,0.31111112236976624,1.168674111366272
3,904,0.0,0.9089640378952026,,
3,909,0.0,1.1185873746871948,,
3,914,0.0,1.2367349863052368,,
3,919,1.0,0.8641058206558228,,
3,924,0.0,1.3741414546966553,,
3,929,1.0,0.6464282870292664,,
3,934,1.0,0.6416651010513306,,
3,939,1.0,0.5633363723754883,,
3,944,1.0,0.49755895137786865,,
3,949,0.0,1.803567886352539,,
3,954,0.0,1.7859435081481934,,
3,959,0.0,1.3627973794937134,,
3,964,0.0,1.112999439239502,,
3,969,0.0,1.0377519130706787,,
3,974,1.0,0.9475590586662292,,
3,979,0.0,1.3065316677093506,,
3,984,0.0,1.1877481937408447,,
3,989,0.0,1.0313222408294678,,
3,994,1.0,0.8849548101425171,,
3,999,0.0,1.2502055168151855,,
3,1004,0.0,1.200469732284546,,
3,1009,0.0,1.1409447193145752,,
3,1014,0.0,1.3853096961975098,,
3,1019,0.0,1.367811679840088,,
3,1024,0.0,1.1333261728286743,,
3,1029,0.0,1.2383019924163818,,
3,1034,1.0,1.0601370334625244,,
3,1039,0.0,1.2064908742904663,,
3,1044,1.0,0.941641092300415,,
3,1049,1.0,0.8863401412963867,,
3,1054,1.0,0.7904216647148132,,
3,1059,0.0,1.628564476966858,,
3,1064,0.0,1.2879807949066162,,
3,1069,0.0,1.2646197080612183,,
3,1074,1.0,0.9942998886108398,,
3,1079,1.0,0.6987736225128174,,
3,1084,1.0,0.43805691599845886,,
3,1089,1.0,0.33578285574913025,,
3,1094,0.0,2.0041303634643555,,
3,1099,0.0,2.1043996810913086,,
3,1104,1.0,0.2520403265953064,,
3,1109,0.0,2.13616943359375,,
3,1114,0.0,2.0679540634155273,,
3,1119,0.0,1.9489507675170898,,
3,1124,0.0,1.6934540271759033,,
3,1129,0.0,1.1199629306793213,,
3,1134,1.0,0.7277056574821472,,
3,1139,0.0,1.0856202840805054,,
3,1144,0.0,1.0021238327026367,,
3,1149,1.0,0.8857492208480835,,
3,1154,0.0,0.9874567985534668,,
3,1159,0.0,1.3343247175216675,,
3,1164,0.0,1.1000561714172363,,
3,1169,0.0,1.312803864479065,,
3,1174,0.0,1.3073244094848633,,
3,1179,0.0,1.4522087574005127,,
3,1184,1.0,0.8837551474571228,,
3,1189,1.0,0.9903383255004883,,
3,1194,1.0,0.9449703097343445,,
3,1199,0.0,1.4944803714752197,,
3,1199,,,0.35555556416511536,1.1730406284332275
4,1204,1.0,0.9491221904754639,,
4,1209,0.0,1.138778567314148,,
4,1214,1.0,1.0022029876708984,,
4,1219,0.0,1.3765957355499268,,
4,1224,0.0,1.2406574487686157,,
4,1229,1.0,0.9442307949066162,,
4,1234,0.0,1.1541311740875244,,
4,1239,0.0,0.9810042381286621,,
4,1244,1.0,0.9103559255599976,,
4,1249,0.0,0.9530377984046936,,
4,1254,1.0,0.8652026057243347,,
4,1259,0.0,1.6148970127105713,,
4,1264,1.0,0.9052532911300659,,
4,1269,0.0,1.1793897151947021,,
4,1274,0.0,1.1299858093261719,,
4,1279,0.0,1.3114087581634521,,
4,1284,0.0,1.3028767108917236,,
4,1289,0.0,1.2356122732162476,,
4,1294,1.0,0.8915829062461853,,
4,1299,0.0,1.160001516342163,,
4,1304,0.0,1.0561972856521606,,
4,1309,1.0,0.876878023147583,,
4,1314,0.0,1.263376235961914,,
4,1319,0.0,1.2014877796173096,,
4,1324,0.0,1.076610803604126,,
4,1329,0.0,1.1916433572769165,,
4,1334,0.0,1.1909708976745605,,
4,1339,0.0,1.1873021125793457,,
4,1344,1.0,0.8382455706596375,,
4,1349,0.0,1.3162379264831543,,
4,1354,0.0,1.2738568782806396,,
4,1359,1.0,0.8779648542404175,,
4,1364,0.0,1.3061025142669678,,
4,1369,0.0,1.2220442295074463,,
4,1374,0.0,1.069240689277649,,
4,1379,0.0,1.0461313724517822,,
4,1384,0.0,1.2115176916122437,,
4,1389,1.0,0.04941843822598457,,
4,1394,0.0,1.2975490093231201,,
4,1399,0.0,1.327670931816101,,
4,1404,0.0,1.104943871498108,,
4,1409,1.0,0.7894217371940613,,
4,1414,0.0,1.4268436431884766,,
4,1419,0.0,1.1324317455291748,,
4,1424,1.0,0.9052922129631042,,
4,1429,0.0,1.492246150970459,,
4,1434,1.0,0.8364555835723877,,
4,1439,1.0,0.7064650058746338,,
4,1444,0.0,1.6213464736938477,,
4,1449,0.0,1.4976305961608887,,
4,1454,0.0,1.1882115602493286,,
4,1459,0.0,1.5826287269592285,,
4,1464,0.0,1.3085663318634033,,
4,1469,0.0,1.2698591947555542,,
4,1474,1.0,0.9044227004051208,,
4,1479,0.0,1.5957539081573486,,
4,1484,0.0,1.0915433168411255,,
4,1489,0.0,1.376570463180542,,
4,1494,1.0,0.7762743830680847,,
4,1499,0.0,1.1550942659378052,,
4,1499,,,0.3333333432674408,1.1579703092575073
5,1504,1.0,0.8204086422920227,,
5,1509,1.0,0.8133295178413391,,
5,1514,0.0,1.1559491157531738,,
5,1519,0.0,1.57211434841156,,
5,1524,0.0,1.2794549465179443,,
5,1529,1.0,0.8254674673080444,,
5,1534,0.0,1.256019949913025,,
5,1539,0.0,1.2115979194641113,,
5,1544,0.0,0.7893630862236023,,
5,1549,1.0,0.8594030141830444,,
5,1554,0.0,1.236477255821228,,
5,1559,0.0,1.4513647556304932,,
5,1564,0.0,1.1977193355560303,,
5,1569,0.0,1.183776617050171,,
5,1574,1.0,0.9070192575454712,,
5,1579,1.0,0.8361450433731079,,
5,1584,0.0,1.3541661500930786,,
5,1589,0.0,1.142698884010315,,
5,1594,0.0,0.9900428056716919,,
5,1599,0.0,1.3470757007598877,,
5,1604,0.0,1.3870744705200195,,
5,1609,1.0,0.8967102766036987,,
5,1614,1.0,0.866649329662323,,
5,1619,0.0,1.2115936279296875,,
5,1624,0.0,1.5766396522521973,,
5,1629,1.0,0.9321261644363403,,
5,1634,1.0,0.9240339994430542,,
5,1639,1.0,0.8481932282447815,,
5,1644,0.0,1.171860933303833,,
5,1649,0.0,1.4350959062576294,,
5,1654,1.0,0.7519442439079285,,
5,1659,1.0,0.6725740432739258,,
5,1664,0.0,1.1949329376220703,,
5,1669,1.0,0.836551308631897,,
5,1674,0.0,1.2856779098510742,,
5,1679,0.0,1.2347686290740967,,
5,1684,1.0,1.0479902029037476,,
5,1689,1.0,0.9825887680053711,,
5,1694,1.0,1.0183104276657104,,
5,1699,1.0,0.8597302436828613,,
5,1704,0.0,1.4176490306854248,,
5,1709,1.0,0.7266356945037842,,
5,1714,1.0,0.8780763745307922,,
5,1719,0.0,1.1536868810653687,,
5,1724,0.0,1.1587193012237549,,
5,1729,1.0,0.8133509159088135,,
5,1734,0.0,1.2999775409698486,,
5,1739,0.0,1.9690747261047363,,
5,1744,1.0,0.2684413492679596,,
5,1749,1.0,0.2681325078010559,,
5,1754,1.0,0.6352391839027405,,
5,1759,0.0,4.514220714569092,,
5,1764,1.0,0.48145589232444763,,
5,1769,0.0,1.1329072713851929,,
5,1774,0.0,2.7937510013580322,,
5,1779,1.0,0.3555377125740051,,
5,1784,0.0,1.8208510875701904,,
5,1789,0.0,1.610083818435669,,
5,1794,0.0,2.637274742126465,,
5,1799,1.0,0.5631181001663208,,
5,1799,,,0.3333333432674408,1.3824132680892944
6,1804,0.0,1.056459903717041,,
6,1809,1.0,0.6750383377075195,,
6,1814,0.0,1.1955201625823975,,
6,1819,1.0,0.7171059846878052,,
6,1824,0.0,1.4604458808898926,,
6,1829,1.0,0.9637419581413269,,
6,1834,0.0,0.9881048798561096,,
6,1839,1.0,0.8995170593261719,,
6,1844,1.0,0.6246909499168396,,
6,1849,0.0,1.9975731372833252,,
6,1854,0.0,1.6923354864120483,,
6,1859,1.0,0.37234029173851013,,
6,1864,0.0,1.5121617317199707,,
6,1869,0.0,1.3713805675506592,,
6,1874,0.0,1.1344568729400635,,
6,1879,1.0,0.7426080703735352,,
6,1884,1.0,0.807157039642334,,
6,1889,0.0,1.444474458694458,,
6,1894,0.0,1.6456458568572998,,
6,1899,1.0,0.32197290658950806,,
6,1904,1.0,0.5848220586776733,,
6,1909,1.0,0.32518306374549866,,
6,1914,1.0,0.5129138827323914,,
6,1919,0.0,1.5773577690124512,,
6,1924,1.0,0.6197198033332825,,
6,1929,1.0,0.6570456624031067,,
6,1934,1.0,0.5994083881378174,,
6,1939,1.0,0.5515760183334351,,
6,1944,0.0,1.926985263824463,,
6,1949,0.0,1.227654218673706,,
6,1954,0.0,1.323590874671936,,
6,1959,0.0,2.0225183963775635,,
6,1964,0.0,2.054231643676758,,
6,1969,1.0,0.49640876054763794,,
6,1974,1.0,0.4679904878139496,,
6,1979,0.0,1.026021122932434,,
6,1984,0.0,1.710633397102356,,
6,1989,0.0,1.8029075860977173,,
6,1994,0.0,0.9938702583312988,,
6,1999,0.0,2.1601104736328125,,
6,2004,0.0,1.907591700553894,,
6,2009,1.0,0.2824755311012268,,
6,2014,0.0,1.313965916633606,,
6,2019,0.0,1.7984552383422852,,
6,2024,0.0,2.1389999389648438,,
6,2029,0.0,1.9015384912490845,,
6,2034,0.0,1.3365148305892944,,
6,2039,1.0,0.7055968046188354,,
6,2044,0.0,1.0435482263565063,,
6,2049,0.0,1.3256964683532715,,
6,2054,0.0,1.3810453414916992,,
6,2059,1.0,0.7543628811836243,,
6,2064,0.0,1.1532235145568848,,
6,2069,0.0,1.2147443294525146,,
6,2074,1.0,0.8941498398780823,,
6,2079,1.0,0.8191280364990234,,
6,2084,0.0,1.3433949947357178,,
6,2089,1.0,0.8957046270370483,,
6,2094,1.0,0.651393473148346,,
6,2099,1.0,0.6397309899330139,,
6,2099,,,0.42222222685813904,1.1549707651138306
7,2104,1.0,0.6598966121673584,,
7,2109,1.0,0.5777257084846497,,
7,2114,0.0,1.431260108947754,,
7,2119,0.0,1.2951778173446655,,
7,2124,0.0,1.5167415142059326,,
7,2129,0.0,1.5493011474609375,,
7,2134,0.0,1.0084035396575928,,
7,2139,1.0,0.7851012945175171,,
7,2144,0.0,1.4355483055114746,,
7,2149,0.0,1.1227151155471802,,
7,2154,0.0,1.6595419645309448,,
7,2159,0.0,1.6007568836212158,,
7,2164,0.0,1.574474811553955,,
7,2169,0.0,1.3968751430511475,,
7,2174,0.0,1.3858115673065186,,
7,2179,0.0,1.4250261783599854,,
7,2184,0.0,1.5458674430847168,,
7,2189,1.0,0.6540597677230835,,
7,2194,1.0,0.5732088685035706,,
7,2199,0.0,1.1789720058441162,,
7,2204,0.0,1.4206492900848389,,
7,2209,0.0,1.3482465744018555,,
7,2214,0.0,1.2393150329589844,,
7,2219,0.0,0.8146697282791138,,
7,2224,1.0,0.996362030506134,,
7,2229,0.0,1.108259916305542,,
7,2234,0.0,1.1564466953277588,,
